-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2019 through 12/31/2021 
Location: Latitude  40.5213   Longitude 21.2618 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 956.06 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M             MERRA-2 Temperature at 2 Meters (C) 
T2MDEW          MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET          MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,T2M,T2MDEW,T2MWET,QV2M,RH2M,PRECTOTCORR,WS10M
2021,1,21,1.8,1.63,1.72,4.7,97.38,1.44,2.25
2021,1,22,2.79,2.83,2.81,5.13,97.44,1.43,3.05
2021,1,23,2.57,2.73,2.65,5.19,98.5,20.2,3.16
2021,1,24,3.05,2.23,2.64,5.0,93.94,6.79,4.77
2021,1,25,3.12,0.89,2.01,4.58,86.38,7.79,6.32
2021,1,26,1.01,-0.23,0.39,4.33,91.94,8.33,4.84
2021,1,27,-3.37,-7.17,-5.27,2.44,76.06,0.03,6.13
2021,1,28,-3.49,-7.8,-5.64,2.32,74.5,0.0,3.55
2021,1,29,0.98,-0.05,0.47,4.33,92.38,2.04,3.65
2021,1,30,3.1,1.95,2.52,4.94,90.94,5.29,5.12
2021,1,31,3.69,3.55,3.62,5.55,96.69,9.88,3.56
2021,2,1,4.35,3.51,3.93,5.49,93.44,6.63,2.93
2021,2,2,5.05,4.54,4.79,5.86,95.94,1.42,1.87
2021,2,3,6.06,4.28,5.17,5.74,88.5,0.0,2.29
2021,2,4,6.44,5.0,5.72,6.04,90.0,0.0,4.15
2021,2,5,7.59,3.22,5.4,5.31,75.81,0.0,1.91
2021,2,6,6.98,3.73,5.35,5.55,81.38,0.0,3.21
2021,2,7,5.83,3.18,4.51,5.37,84.19,0.04,3.02
2021,2,8,6.14,4.9,5.52,6.04,91.94,6.12,4.99
2021,2,9,5.67,4.36,5.01,5.8,91.5,4.27,4.72
2021,2,10,5.67,4.2,4.94,5.74,90.56,1.13,5.21
2021,2,11,4.89,4.08,4.49,5.74,94.56,45.94,4.23
2021,2,12,1.18,-2.03,-0.43,3.66,82.12,0.08,2.83
2021,2,13,-4.35,-6.1,-5.23,2.62,89.81,10.85,4.7
2021,2,14,-7.84,-9.63,-8.74,1.95,89.94,7.53,5.53
2021,2,15,-9.03,-10.81,-9.92,1.77,90.19,0.07,5.73
2021,2,16,-8.75,-11.22,-9.99,1.71,83.75,0.0,3.24
2021,2,17,-3.75,-6.7,-5.22,2.62,81.62,0.03,2.54
2021,2,18,0.5,-2.17,-0.83,3.54,83.44,0.03,2.56
2021,2,19,2.67,-1.78,0.44,3.66,73.75,0.0,1.8
2021,2,20,2.26,1.3,1.78,4.58,92.94,0.02,2.53
2021,2,21,2.47,1.04,1.76,4.52,90.75,0.18,1.72
2021,2,22,4.67,1.06,2.87,4.52,79.19,0.0,1.95
2021,2,23,6.17,1.65,3.91,4.7,74.88,0.0,2.59
2021,2,24,5.9,2.43,4.17,4.94,79.69,0.0,2.96
2021,2,25,6.95,3.21,5.08,5.25,78.38,0.0,1.37
2021,2,26,9.01,3.65,6.33,5.43,70.0,0.0,0.9
2021,2,27,8.44,4.07,6.25,5.62,75.62,0.0,2.88
2021,2,28,3.42,0.44,1.93,4.33,82.31,0.0,3.59
2021,3,1,3.76,0.19,1.98,4.27,79.31,0.0,2.19
2021,3,2,1.7,-2.05,-0.17,3.54,78.44,0.0,2.62
2021,3,3,4.94,-1.68,1.63,3.66,65.88,0.0,1.99
2021,3,4,6.51,-0.22,3.14,4.21,64.19,0.0,2.54
2021,3,5,4.87,1.1,2.98,4.58,79.0,0.03,3.29
2021,3,6,3.51,1.55,2.53,4.76,87.75,0.11,2.98
2021,3,7,2.17,-1.92,0.12,3.72,76.31,0.01,1.69
2021,3,8,4.73,2.17,3.45,4.94,83.81,0.02,2.25
2021,3,9,5.15,3.44,4.3,5.43,88.81,0.42,2.72
2021,3,10,5.61,3.99,4.8,5.68,89.94,4.82,3.8
2021,3,11,0.16,-3.81,-1.82,3.17,75.75,0.51,4.05
2021,3,12,3.87,-0.89,1.49,3.97,73.06,0.0,2.8
2021,3,13,5.46,3.74,4.6,5.55,88.56,0.0,3.33
2021,3,14,6.69,4.53,5.62,5.86,86.19,0.08,2.79
2021,3,15,3.42,0.88,2.15,4.58,84.94,3.15,4.13
2021,3,16,1.66,-2.41,-0.37,3.54,75.56,0.17,4.9
2021,3,17,0.74,-4.26,-1.76,3.05,70.94,0.0,4.3
2021,3,18,1.71,-2.58,-0.44,3.48,74.25,0.01,1.96
2021,3,19,2.56,-2.1,0.23,3.6,73.06,0.43,1.64
2021,3,20,1.25,0.37,0.81,4.33,93.94,52.21,2.87
2021,3,21,0.19,-0.29,-0.06,4.15,96.69,21.93,3.7
2021,3,22,1.13,-0.31,0.41,4.21,90.94,8.25,3.05
2021,3,23,-1.77,-3.7,-2.73,3.23,88.31,0.41,4.88
2021,3,24,-1.41,-4.78,-3.1,2.93,79.94,0.22,4.61
2021,3,25,-1.19,-5.76,-3.48,2.69,72.19,0.13,2.34
2021,3,26,2.58,-2.77,-0.1,3.42,69.0,0.06,1.95
2021,3,27,5.34,0.65,2.99,4.39,74.75,0.02,2.05
2021,3,28,7.14,3.35,5.25,5.31,78.62,0.0,2.66
2021,3,29,6.77,3.45,5.12,5.37,80.38,0.0,2.8
2021,3,30,5.97,0.51,3.24,4.33,69.5,0.0,3.26
2021,3,31,5.62,0.23,2.92,4.27,69.94,0.0,3.59
2021,4,1,7.25,1.84,4.55,4.82,69.38,0.0,3.09
2021,4,2,8.4,5.08,6.74,6.1,81.12,0.0,3.73
2021,4,3,8.42,5.32,6.87,6.23,82.31,0.02,3.73
2021,4,4,7.4,4.65,6.03,5.98,84.06,3.43,2.53
2021,4,5,4.98,1.25,3.12,4.7,79.81,0.21,2.45
2021,4,6,7.07,2.61,4.84,5.13,77.0,0.61,3.17
2021,4,7,6.52,3.73,5.12,5.55,83.62,1.45,5.3
2021,4,8,0.13,-4.77,-2.32,2.93,71.19,0.84,4.65
2021,4,9,1.8,-5.65,-1.92,2.75,57.75,10.44,2.02
2021,4,10,5.4,-1.71,1.84,3.72,61.06,0.0,2.06
2021,4,11,8.42,1.38,4.9,4.7,63.5,0.0,1.12
2021,4,12,10.49,5.81,8.15,6.35,74.56,0.02,1.81
2021,4,13,9.3,3.13,6.22,5.31,68.44,0.71,3.06
2021,4,14,5.95,2.35,4.15,5.0,79.62,0.35,4.15
2021,4,15,5.05,-0.36,2.34,4.09,71.62,0.0,2.42
2021,4,16,5.01,1.76,3.38,4.82,81.38,3.13,3.12
2021,4,17,6.01,5.03,5.52,6.1,93.56,3.18,3.84
2021,4,18,9.55,5.9,7.73,6.41,79.62,1.55,2.44
2021,4,19,5.87,3.24,4.55,5.37,84.31,2.64,3.23
2021,4,20,5.69,2.51,4.1,5.07,81.81,1.18,3.2
2021,4,21,6.4,2.46,4.44,5.0,78.19,0.14,2.57
2021,4,22,6.73,3.47,5.1,5.37,81.75,0.57,2.27
2021,4,23,6.91,5.28,6.1,6.1,89.62,13.72,1.82
2021,4,24,6.55,4.71,5.63,5.86,88.56,10.25,2.97
2021,4,25,10.23,4.48,7.36,5.86,69.19,0.32,1.68
2021,4,26,11.96,6.12,9.04,6.59,69.62,0.0,1.72
2021,4,27,11.19,6.53,8.86,6.71,75.25,0.0,2.24
2021,4,28,12.63,8.51,10.57,7.75,78.06,0.5,1.91
2021,4,29,15.02,9.64,12.33,8.3,72.75,0.0,2.42
2021,4,30,17.62,9.73,13.68,8.42,61.69,0.0,2.55
2021,5,1,17.19,11.19,14.19,9.28,68.5,0.0,2.45
2021,5,2,16.29,11.12,13.7,9.28,72.25,0.01,4.91
2021,5,3,14.14,8.22,11.18,7.51,70.75,0.0,3.0
2021,5,4,13.91,8.6,11.26,7.75,73.38,0.0,1.9
2021,5,5,13.26,8.97,11.11,8.0,77.06,0.23,3.05
2021,5,6,14.8,8.85,11.83,7.87,70.94,0.01,2.55
2021,5,7,15.13,8.53,11.83,7.69,68.0,0.01,2.62
2021,5,8,13.35,8.19,10.77,7.51,72.44,0.0,3.33
2021,5,9,12.44,7.31,9.87,7.14,72.62,0.0,3.05
2021,5,10,14.49,9.73,12.12,8.36,75.25,0.0,1.95
2021,5,11,16.76,11.76,14.26,9.58,75.06,0.0,1.25
2021,5,12,14.55,9.19,11.87,8.06,72.81,0.01,2.89
2021,5,13,12.19,6.79,9.49,6.84,72.31,0.01,4.19
2021,5,14,12.06,7.15,9.61,7.02,74.5,0.16,3.85
2021,5,15,9.69,6.73,8.2,6.84,82.94,6.23,2.91
2021,5,16,12.18,7.77,9.98,7.32,76.94,0.02,4.28
2021,5,17,14.58,8.87,11.72,7.87,71.0,0.02,4.37
2021,5,18,13.31,7.08,10.19,7.02,68.75,0.05,4.33
2021,5,19,13.8,4.12,8.96,5.8,56.12,0.0,3.34
2021,5,20,10.75,5.88,8.31,6.41,74.12,0.74,5.34
2021,5,21,11.32,5.27,8.3,6.1,68.44,0.04,4.02
2021,5,22,14.4,6.85,10.62,6.84,62.62,0.0,2.5
2021,5,23,17.61,7.82,12.72,7.51,55.56,0.0,2.32
2021,5,24,20.46,11.83,16.15,9.58,60.12,0.0,2.23
2021,5,25,20.78,11.53,16.15,9.4,58.25,0.0,2.4
2021,5,26,19.39,10.7,15.05,8.91,59.62,0.01,1.52
2021,5,27,18.81,12.04,15.43,9.77,67.44,2.2,1.17
2021,5,28,15.98,7.83,11.9,7.39,63.25,0.0,3.88
2021,5,29,16.13,8.24,12.19,7.57,63.25,0.0,1.63
2021,5,30,14.61,9.3,11.95,8.12,71.94,6.84,2.04
2021,5,31,11.93,6.63,9.28,6.77,72.25,2.31,3.31
2021,6,1,11.2,4.42,7.81,5.8,65.19,1.22,3.65
2021,6,2,13.41,5.4,9.4,6.16,61.69,0.0,2.48
2021,6,3,15.85,6.09,10.97,6.47,55.19,1.02,2.78
2021,6,4,16.39,6.45,11.42,6.59,54.69,0.04,2.48
2021,6,5,17.55,7.96,12.76,7.39,56.31,0.0,2.34
2021,6,6,18.56,9.47,14.01,8.18,58.56,0.38,2.97
2021,6,7,18.07,12.13,15.1,9.77,69.81,6.61,2.48
2021,6,8,16.62,11.89,14.26,9.58,75.12,12.86,1.59
2021,6,9,16.87,11.26,14.06,9.22,71.06,10.61,1.77
2021,6,10,16.95,10.67,13.81,8.85,68.0,6.34,2.09
2021,6,11,15.94,10.56,13.26,8.79,71.56,0.71,1.62
2021,6,12,15.22,9.51,12.37,8.18,70.0,0.78,2.02
2021,6,13,16.66,10.12,13.39,8.54,68.25,1.56,2.8
2021,6,14,13.54,5.83,9.69,6.41,62.81,1.07,3.7
2021,6,15,13.37,6.08,9.73,6.47,65.25,0.27,3.21
2021,6,16,17.22,9.85,13.53,8.42,64.25,0.04,3.01
2021,6,17,17.91,11.99,14.95,9.64,69.25,1.89,1.11
2021,6,18,19.27,11.83,15.55,9.58,64.62,0.72,2.87
2021,6,19,20.19,12.55,16.37,10.01,63.94,2.22,3.11
2021,6,20,21.79,12.84,17.32,10.25,59.31,0.9,2.95
2021,6,21,23.24,14.9,19.08,11.78,61.38,0.41,2.64
2021,6,22,24.38,13.99,19.19,11.05,55.88,0.07,3.73
2021,6,23,26.57,12.04,19.3,9.7,43.81,0.0,2.45
2021,6,24,26.82,12.74,19.78,10.13,45.0,0.02,3.27
2021,6,25,24.44,12.98,18.71,10.38,51.62,0.0,3.06
2021,6,26,25.78,11.89,18.83,9.64,45.69,0.03,3.02
2021,6,27,24.5,10.35,17.42,8.73,45.12,0.0,2.37
2021,6,28,25.84,11.22,18.53,9.22,43.25,0.0,1.33
2021,6,29,27.07,10.01,18.54,8.54,37.5,0.0,1.83
2021,6,30,26.82,9.45,18.13,8.3,37.62,0.0,2.75
2021,7,1,25.23,9.73,17.48,8.36,41.44,0.0,4.2
2021,7,2,21.83,8.94,15.39,7.93,47.12,0.0,3.95
2021,7,3,20.38,9.09,14.74,8.0,50.75,0.16,3.26
2021,7,4,22.07,8.26,15.16,7.57,44.19,0.0,2.79
2021,7,5,22.53,10.14,16.33,8.67,48.44,0.0,2.31
2021,7,6,23.58,11.86,17.72,9.64,50.38,0.0,2.72
2021,7,7,25.5,10.55,18.03,8.85,42.31,0.04,2.25
2021,7,8,26.83,10.78,18.8,8.91,38.88,0.0,2.29
2021,7,9,26.4,13.05,19.73,10.44,47.69,0.08,2.1
2021,7,10,24.09,14.76,19.43,11.66,59.56,6.93,1.66
2021,7,11,22.31,14.61,18.46,11.6,65.25,1.5,1.18
2021,7,12,24.66,13.01,18.83,10.44,52.62,0.22,0.77
2021,7,13,27.12,11.84,19.48,9.64,41.56,0.0,1.24
2021,7,14,28.12,11.46,19.79,9.4,38.94,0.0,0.91
2021,7,15,27.5,11.68,19.59,9.58,41.0,0.0,2.52
2021,7,16,26.3,10.75,18.53,8.97,40.69,0.05,2.62
2021,7,17,24.67,10.97,17.82,9.16,45.38,1.02,1.82
2021,7,18,21.15,15.12,18.14,12.02,70.06,18.52,2.12
2021,7,19,20.19,15.21,17.7,12.02,74.88,3.78,1.8
2021,7,20,22.4,13.65,18.02,10.86,61.19,0.24,1.96
2021,7,21,21.92,11.3,16.61,9.34,54.94,0.0,3.12
2021,7,22,20.51,9.51,15.01,8.18,53.06,0.0,2.99
2021,7,23,21.64,10.55,16.09,8.85,51.75,0.0,1.55
2021,7,24,21.83,9.23,15.53,8.06,46.75,0.02,2.1
2021,7,25,23.72,7.69,15.7,7.26,38.94,0.0,2.05
2021,7,26,25.53,10.33,17.93,8.73,41.44,0.0,1.48
2021,7,27,27.76,11.28,19.52,9.22,40.0,0.0,1.43
2021,7,28,28.75,10.98,19.87,9.09,36.44,0.63,1.19
2021,7,29,29.15,8.04,18.6,7.57,30.81,0.0,2.52
2021,7,30,28.59,6.53,17.56,6.71,28.19,0.0,3.12
2021,7,31,28.22,6.23,17.23,6.71,28.94,0.0,2.67
2021,8,1,29.09,7.5,18.3,7.26,29.5,0.0,2.41
2021,8,2,29.37,7.67,18.51,7.32,28.25,0.0,4.14
2021,8,3,28.62,7.15,17.88,7.02,29.31,0.0,3.69
2021,8,4,28.8,7.32,18.05,7.08,27.88,0.0,3.34
2021,8,5,28.29,6.46,17.37,6.77,28.31,0.0,4.98
2021,8,6,23.83,9.76,16.79,8.54,44.88,0.04,4.28
2021,8,7,24.12,5.33,14.72,6.23,33.38,0.0,2.54
2021,8,8,27.23,3.95,15.59,5.62,24.81,0.0,1.21
2021,8,9,28.69,8.54,18.61,7.63,30.44,0.0,2.61
2021,8,10,29.04,8.59,18.82,7.69,30.69,0.0,3.71
2021,8,11,27.59,8.66,18.13,7.75,32.0,1.08,2.8
2021,8,12,25.63,9.74,17.69,8.3,38.75,0.89,2.45
2021,8,13,25.87,7.52,16.69,7.14,33.38,0.0,2.29
2021,8,14,24.94,9.65,17.3,8.3,39.81,0.0,2.28
2021,8,15,24.91,9.72,17.31,8.36,42.0,0.0,2.02
2021,8,16,26.19,8.46,17.33,7.69,36.81,0.0,1.41
2021,8,17,27.25,7.63,17.44,7.32,32.5,0.01,1.84
2021,8,18,25.33,11.05,18.19,9.22,44.38,3.41,2.02
2021,8,19,22.02,11.48,16.75,9.46,54.5,0.86,2.72
2021,8,20,23.19,13.5,18.34,10.8,59.06,0.45,1.94
2021,8,21,22.03,12.0,17.01,9.77,57.75,1.76,2.06
2021,8,22,22.61,8.07,15.33,7.45,42.81,0.0,2.37
2021,8,23,23.43,8.99,16.21,7.93,42.5,0.0,1.87
2021,8,24,24.3,9.05,16.68,7.93,41.06,0.0,1.26
2021,8,25,23.89,9.56,16.73,8.24,43.25,0.45,2.73
2021,8,26,21.31,12.23,16.77,9.95,59.56,2.48,2.98
2021,8,27,21.55,12.72,17.14,10.31,62.56,0.7,2.77
2021,8,28,22.62,10.65,16.64,8.91,51.19,0.03,1.68
2021,8,29,21.37,10.01,15.69,8.61,53.44,0.02,3.37
2021,8,30,20.15,5.69,12.92,6.59,47.19,0.0,2.52
2021,8,31,20.87,3.76,12.32,5.62,38.12,0.0,1.83
2021,9,1,20.01,5.27,12.64,6.1,41.5,0.01,3.42
2021,9,2,18.12,4.27,11.19,5.74,44.06,0.0,3.3
2021,9,3,19.33,5.81,12.58,6.35,44.75,0.0,1.34
2021,9,4,20.48,7.15,13.81,7.08,47.62,0.0,1.06
2021,9,5,17.87,11.15,14.51,9.16,66.94,3.35,1.79
2021,9,6,16.58,8.62,12.6,7.75,62.62,1.05,2.7
2021,9,7,16.25,5.5,10.87,6.23,52.19,1.03,2.71
2021,9,8,13.01,8.01,10.51,7.39,73.31,4.72,2.23
2021,9,9,13.94,9.3,11.62,8.06,75.94,0.98,1.71
2021,9,10,17.33,8.41,12.87,7.63,59.38,0.0,1.19
2021,9,11,18.83,9.01,13.92,7.93,55.38,0.02,1.3
2021,9,12,17.6,10.66,14.13,8.91,65.75,1.18,1.56
2021,9,13,18.92,6.88,12.9,6.96,49.06,0.0,2.7
2021,9,14,19.8,4.31,12.06,5.74,39.06,0.0,2.28
2021,9,15,20.69,3.41,12.05,5.37,34.12,0.0,1.94
2021,9,16,21.32,6.98,14.15,6.9,42.25,0.0,2.8
2021,9,17,22.45,7.75,15.1,7.26,41.38,0.0,3.38
2021,9,18,19.73,10.08,14.9,8.54,55.62,1.45,4.52
2021,9,19,19.44,12.29,15.86,9.89,66.12,2.48,3.66
2021,9,20,19.72,11.76,15.74,9.52,64.44,0.06,3.81
2021,9,21,19.1,9.94,14.52,8.48,60.25,0.06,2.15
2021,9,22,14.81,5.8,10.31,6.35,57.88,0.13,3.52
2021,9,23,11.09,1.1,6.09,4.58,53.94,0.0,2.96
2021,9,24,14.97,0.9,7.93,4.52,43.44,0.0,2.82
2021,9,25,18.12,0.54,9.33,4.46,38.44,0.0,1.81
2021,9,26,20.85,0.01,10.43,4.21,26.94,0.0,0.67
2021,9,27,21.44,2.53,11.99,5.13,31.62,0.07,1.73
2021,9,28,18.79,10.89,14.84,9.03,63.31,1.51,0.91
2021,9,29,15.94,12.61,14.27,10.07,82.31,6.94,2.47
2021,9,30,12.51,10.32,11.41,8.61,86.81,3.26,3.0
2021,10,1,11.34,8.65,10.0,7.69,84.31,9.2,1.98
2021,10,2,11.95,5.75,8.85,6.29,69.88,0.0,1.63
2021,10,3,12.83,5.23,9.03,6.1,64.38,0.0,1.55
2021,10,4,14.03,5.98,10.01,6.41,63.56,0.06,1.54
2021,10,5,15.16,6.27,10.72,6.59,61.75,0.0,1.77
2021,10,6,13.68,8.6,11.14,7.69,74.69,0.16,3.27
2021,10,7,10.81,9.33,10.08,8.12,90.62,35.2,6.96
2021,10,8,10.75,9.77,10.26,8.36,93.69,28.07,4.68
2021,10,9,9.9,8.61,9.25,7.69,91.81,15.16,3.02
2021,10,10,10.83,9.93,10.38,8.42,94.12,15.33,3.23
2021,10,11,12.71,8.9,10.8,7.93,79.69,11.19,2.85
2021,10,12,8.21,5.76,6.98,6.41,85.44,4.07,3.01
2021,10,13,7.49,5.08,6.29,6.1,85.56,7.01,2.02
2021,10,14,2.34,1.3,1.82,4.64,92.75,21.27,4.66
2021,10,15,5.24,4.55,4.9,5.98,95.44,12.99,3.77
2021,10,16,7.3,5.56,6.43,6.29,89.5,0.45,2.76
2021,10,17,8.75,6.79,7.77,6.84,88.06,0.02,1.74
2021,10,18,9.98,8.32,9.15,7.51,89.69,0.15,1.22
2021,10,19,10.18,5.82,8.0,6.29,76.19,0.01,1.53
2021,10,20,10.26,6.04,8.15,6.41,77.19,0.39,1.02
2021,10,21,9.51,7.15,8.33,6.96,85.31,0.0,2.71
2021,10,22,10.86,8.36,9.61,7.57,83.81,0.03,2.48
2021,10,23,12.01,10.11,11.06,8.48,87.31,2.15,1.96
2021,10,24,7.51,4.85,6.19,5.92,84.06,1.24,3.21
2021,10,25,5.76,2.69,4.23,5.07,82.38,0.0,4.38
2021,10,26,4.69,1.93,3.31,4.82,83.38,0.0,2.77
2021,10,27,5.94,2.83,4.38,5.13,81.88,0.0,1.56
2021,10,28,6.05,2.9,4.48,5.13,82.06,0.05,2.22
2021,10,29,5.94,2.76,4.35,5.13,81.31,0.0,2.55
2021,10,30,6.15,3.4,4.78,5.37,84.12,0.0,2.2
2021,10,31,7.52,4.87,6.19,5.92,84.62,0.0,1.59
2021,11,1,7.62,4.52,6.07,5.8,82.88,0.21,1.8
2021,11,2,10.05,8.98,9.51,8.06,93.12,13.12,2.91
2021,11,3,10.42,8.49,9.46,7.63,88.56,0.0,2.55
2021,11,4,11.27,8.73,10.0,7.75,84.88,0.0,3.24
2021,11,5,11.98,8.3,10.14,7.51,80.12,0.0,3.15
2021,11,6,14.39,8.04,11.22,7.39,67.06,0.04,1.46
2021,11,7,12.65,10.68,11.66,8.79,88.31,0.0,1.86
2021,11,8,13.13,9.04,11.08,7.93,77.31,0.0,1.24
2021,11,9,11.08,7.99,9.54,7.39,82.12,0.01,2.07
2021,11,10,6.04,3.83,4.93,5.43,86.44,0.23,3.65
2021,11,11,3.91,0.25,2.08,4.27,78.56,0.04,2.28
2021,11,12,5.58,1.62,3.6,4.76,76.31,0.0,1.2
2021,11,13,6.56,4.37,5.47,5.74,86.88,0.0,1.39
2021,11,14,6.94,6.44,6.69,6.65,95.19,0.07,1.83
2021,11,15,7.06,6.3,6.68,6.53,94.88,0.12,3.05
2021,11,16,5.94,3.97,4.95,5.55,87.94,0.0,4.02
2021,11,17,5.46,4.44,4.94,5.74,92.75,2.09,2.16
2021,11,18,7.19,5.73,6.46,6.29,91.12,20.8,1.45
2021,11,19,4.37,1.04,2.7,4.52,80.19,0.31,2.6
2021,11,20,5.41,2.81,4.11,5.19,84.06,0.0,2.82
2021,11,21,6.65,4.13,5.39,5.68,84.44,0.06,1.55
2021,11,22,6.58,6.48,6.53,6.65,96.94,1.19,2.03
2021,11,23,6.31,5.47,5.89,6.23,94.5,7.72,1.94
2021,11,24,3.75,2.76,3.26,5.13,93.25,0.84,2.83
2021,11,25,3.4,2.68,3.04,5.13,94.44,0.48,2.87
2021,11,26,4.54,4.12,4.33,5.74,96.75,10.32,4.58
2021,11,27,6.53,5.45,5.99,6.29,92.88,4.06,3.68
2021,11,28,6.83,5.53,6.18,6.35,91.88,15.21,4.0
2021,11,29,5.58,4.08,4.83,5.74,90.44,19.42,5.26
2021,11,30,-0.14,-1.77,-0.95,3.78,89.88,9.2,3.63
2021,12,1,0.02,-2.04,-1.01,3.6,87.94,0.03,4.2
2021,12,2,3.15,2.37,2.76,5.07,94.94,0.83,3.05
2021,12,3,5.69,4.9,5.3,6.04,95.0,1.54,3.6
2021,12,4,5.7,3.99,4.85,5.62,89.38,0.44,1.3
2021,12,5,4.55,3.23,3.89,5.43,92.0,0.54,2.75
2021,12,6,6.23,5.65,5.94,6.41,96.25,7.86,4.16
2021,12,7,2.29,0.68,1.48,4.58,89.44,3.53,3.69
2021,12,8,0.22,-2.31,-1.05,3.6,84.31,0.01,3.13
2021,12,9,3.44,3.01,3.23,5.37,97.25,4.02,3.71
2021,12,10,2.96,1.98,2.47,4.94,93.69,3.3,3.64
2021,12,11,3.51,3.06,3.28,5.37,97.0,19.25,4.65
2021,12,12,1.4,0.55,0.98,4.46,94.31,16.93,1.66
2021,12,13,-2.91,-4.24,-3.57,2.99,90.94,0.79,3.95
2021,12,14,-2.63,-3.56,-3.1,3.17,93.69,0.37,4.53
2021,12,15,-3.12,-4.12,-3.62,2.99,93.44,0.05,3.12
2021,12,16,-2.92,-3.9,-3.42,3.05,93.56,0.02,2.52
2021,12,17,-1.49,-2.48,-1.99,3.48,93.44,0.18,3.48
2021,12,18,-2.81,-4.31,-3.56,2.99,89.88,0.78,5.64
2021,12,19,-3.6,-4.97,-4.29,2.81,91.0,0.03,3.52
2021,12,20,-0.6,-1.89,-1.24,3.66,91.44,0.57,2.91
2021,12,21,-3.13,-6.1,-4.61,2.56,80.56,0.01,1.84
2021,12,22,-3.17,-6.6,-4.88,2.5,77.75,0.0,0.89
2021,12,23,-2.81,-5.78,-4.3,2.69,81.0,0.0,1.26
2021,12,24,-0.44,-1.06,-0.74,3.97,95.94,0.25,3.7
2021,12,25,1.66,1.08,1.37,4.7,96.25,0.18,3.34
2021,12,26,3.71,3.45,3.58,5.62,98.31,0.63,3.34
2021,12,27,3.51,3.3,3.4,5.49,98.62,2.71,2.91
2021,12,28,4.06,3.75,3.9,5.55,97.94,8.76,1.2
2021,12,29,3.44,3.0,3.22,5.37,97.12,1.28,2.3
2021,12,30,1.19,0.09,0.65,4.27,92.88,0.11,4.86
2021,12,31,2.14,0.77,1.46,4.52,91.62,0.01,2.99
